Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
5055-1,2014-02-23,Erica Hackney,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Critical,Pizazz Drawing Pencil Set,office supplies,Small Box,Regular Air,2014-02-26,1.53,2.78,1.25,25.0,356.92,7.0,0.0,356.12,1.34,362.47
5055-1,2013-09-18,Fred Wasserman,"61 York St,Sydney",Sydney,NSW,Corporate,Leighton Forrest,High,Pizazz Drawing Pencil Set,office supplies,Small Box,Regular Air,2013-09-25,1.53,2.78,1.25,23.0,356.12,2.0,0.0,356.12,1.34,362.47
5055-1,2013-04-27,Noah Childs,"78 Stanley St,Darlinghurst",Sydney,NSW,Home Office,Phoebe Gour,Low,Smiths Premium Bright 1-Part Blank Computer Paper,technology,Large Box,Regular Air,2013-04-28,12.39,19.98,7.59,16.0,356.12,0.0,0.0,356.12,5.77,362.47
5055-1,2014-03-27,Miran Bettner,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Low,Smiths Premium Bright 1-Part Blank Computer Paper,office supplies,Small Box,Regular Air,2014-04-03,12.39,19.98,7.59,32.0,356.12,10.0,0.0,356.12,5.77,362.47
5055-1,2013-04-26,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Home Office,Mihael Khan,Not Specified,Smiths SlimLine Pencil Sharpener,office supplies,Wrap Bag,Regular Air,2013-04-26,4.79,11.97,7.18,39.0,356.12,8.0,0.0,356.12,5.81,362.47
5055-1,2013-04-23,Eudokia Martin,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Medium,Smiths SlimLine Pencil Sharpener,office supplies,Wrap Bag,Regular Air,2013-04-25,4.79,11.97,7.18,43.0,356.12,3.0,0.0,356.12,5.81,362.47
5055-1,2016-04-03,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,High,Artisan Hanging File Binders,office supplies,Wrap Bag,Regular Air,2016-04-03,3.65,5.98,2.33,12.0,55.6,10.0,2.52,53.28,1.49,53.22
5055-1,2013-04-27,Noah Childs,"78 Stanley St,Darlinghurst",Sydney,NSW,Corporate,Phoebe Gour,High,Smiths Premium Bright 1-Part Envelopes,office supplies,Small Box,Regular Air,2013-04-28,2.25,3.69,1.44,29.0,356.12,3.0,0.0,356.12,2.5,362.47
5056-1,2014-05-07,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Consumer,Aanya Zhang,Critical,"Creator Anti Dust Chalk, 12/Pack",office supplies,Wrap Bag,Regular Air,2014-05-09,1.09,1.82,0.73,2.0,53.76,3.0,2.04,52.72,1.0,53.22
5056-1,2014-02-24,Chad McGuire,"81 MacLeay St,Potts Point",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,Artisan 474 Labels,furniture,Large Box,Regular Air,2014-02-25,1.84,2.88,1.04,2.0,55.44,7.0,0.91,54.33,0.99,54.32
5058-1,2017-02-02,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Critical,Artisan Legal 4-Ring Binder,office supplies,Small Pack,Regular Air,2017-02-04,13.64,20.98,7.34,49.0,806.22,7.0,43.57,851.97,1.49,893.74
5058-1,2013-04-20,Laura Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Critical,Smiths Standard Envelopes,office supplies,Wrap Bag,Regular Air,2013-04-22,3.52,5.68,2.16,33.0,136.24,4.0,1.28,127.16,1.39,129.22
5059-1,2015-04-08,Carol Triggs,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Alto Memo Cubes,office supplies,Small Box,Regular Air,2015-04-09,3.32,5.18,1.86,7.0,449.84,7.0,4.48,442.84,2.04,428.85
5059-1,2013-03-26,Mick Brown,"531 King St,Newtown",Sydney,NSW,Home Office,Mihael Khan,Critical,Alto Memo Cubes,technology,Medium Box,Regular Air,2013-03-28,3.32,5.18,1.86,8.0,139.44,9.0,4.31,132.65,2.04,133.46
5059-1,2014-04-04,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,Artisan 487 Labels,office supplies,Small Box,Regular Air,2014-04-05,2.29,3.69,1.4,47.0,160.54,3.0,1.61,158.93,0.5,159.63
5059-1,2015-05-29,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Critical,Artisan Printable Repositionable Plastic Tabs,office supplies,Wrap Bag,Regular Air,2015-05-31,5.33,8.6,3.27,32.0,61.36,3.0,4.84,56.9,6.19,59.61
5059-1,2014-05-03,Christy Brittain,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,Medium,Artisan 477 Labels,technology,Medium Box,Regular Air,2014-05-05,3.14,4.91,1.77,25.0,176.32,5.0,19.61,158.93,0.5,159.93
5059-1,2013-04-28,Barry Weirich,"105 Pitt St,Sydney",Sydney,NSW,Home Office,Charlie Bui,Not Specified,Beekin 105-Key Black Keyboard,office supplies,Small Box,Regular Air,2013-04-28,6.39,19.98,13.59,45.0,139.86,4.0,1.4,138.46,4.0,142.46
5059-1,2015-06-27,Arianne Irving,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Consumer,Connor Betts,Low,"OIC Colored Binder Clips, Assorted Sizes",office supplies,Small Box,Regular Air,2015-06-27,2.29,3.58,1.29,37.0,151.46,6.0,9.12,127.56,1.63,129.51
5059-1,2013-12-08,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,High,Beekin 6 Outlet Metallic Surge Strip,office supplies,Small Box,Regular Air,2013-12-08,4.46,10.89,6.43,10.0,163.32,1.0,3.76,158.56,4.5,169.77
5059-1,2015-06-24,Beth Paige,"73 York St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,Artisan 474 Labels,office supplies,Small Box,Regular Air,2015-06-25,1.84,2.88,1.04,37.0,165.92,4.0,5.4,158.96,0.99,169.75
5059-1,2015-02-03,Carlos Soltero,"1/41B Elizabeth Bay Rd,Elizabeth Bay",Sydney,NSW,Corporate,Charlie Bui,Not Specified,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",office supplies,Small Box,Regular Air,2015-02-15,1.92,3.26,1.34,35.0,151.29,3.0,1.51,149.75,1.86,140.78
5059-2,2015-01-20,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Medium,Alto Memo Cubes,office supplies,Small Box,Express Air,2015-01-21,3.32,5.18,1.86,41.0,53.24,8.0,1.19,52.93,2.04,53.23
5060-1,2013-04-27,Noah Childs,"165 Oxford Street,Darlinghurst",Sydney,NSW,Consumer,Samantha Chairs,High,Smiths General Use 3-Ring Binders,office supplies,Small Box,Express Air,2013-04-28,1.18,1.88,0.7,42.0,35.96,0.0,0.0,35.96,1.49,39.56
5060-1,2013-05-05,Dave Kipp,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,High,TechSavi Access Keyboard,office supplies,Wrap Bag,Regular Air,2013-05-10,10.07,15.98,5.91,50.0,538.38,9.0,58.19,522.39,4.0,539.79
5060-1,2015-06-27,Lauren Leatherbury,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Smiths Bulldog Clip,office supplies,Wrap Bag,Regular Air,2015-06-29,2.31,3.78,1.47,38.0,13.38,6.0,0.13,13.13,0.71,14.76
5062-1,2013-04-30,Pamela Stobb,"273 George Street,Sydney",Sydney,NSW,Consumer,Leighton Forrest,Low,TechSavi Access Keyboard,office supplies,Small Box,Regular Air,2013-05-02,10.07,15.98,5.91,31.0,623.22,0.0,56.09,567.13,4.0,571.13
5062-1,2015-03-04,Tracy Poddar,"834 Bourke St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Medium,Smiths Metal Binder Clips,office supplies,Wrap Bag,Regular Air,2015-03-06,1.6,2.62,1.02,25.0,66.35,10.0,3.97,64.95,0.8,69.45
5063-1,2014-02-15,Yana Sorensen,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,"Angle-D Binders with Locking Rings, Label Holders",office supplies,Small Box,Regular Air,2014-02-20,4.53,7.3,2.77,37.0,77.8,4.0,2.52,74.94,7.72,72.43
5064-1,2013-05-02,Nat Carroll,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Medium,Artisan Printable Repositionable Plastic Tabs,office supplies,Wrap Bag,Regular Air,2013-05-03,5.33,8.6,3.27,23.0,599.76,5.0,59.98,539.78,6.19,542.77
5064-1,2013-05-02,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,High,Artisan Arch Ring Binders,office supplies,Small Box,Regular Air,2013-05-02,36.02,58.1,22.08,9.0,599.76,3.0,59.98,539.78,1.49,542.77
5064-1,2015-08-14,Jiner Carlon,"333-339 Enmore Rd,Marrickville",Sydney,NSW,Small Business,Preston Senome,Not Specified,Artisan Printable Repositionable Plastic Tabs,office supplies,Wrap Bag,Regular Air,2015-08-15,5.33,8.6,3.27,13.0,433.48,2.0,12.04,420.84,6.19,418.39
5064-1,2013-10-11,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Low,Artisan Non-Stick Binders,office supplies,Small Box,Regular Air,2013-10-12,2.74,4.49,1.75,38.0,48.4,9.0,2.47,45.34,1.49,46.91
5064-1,2013-05-02,Nat Carroll,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,High,Artisan Arch Ring Binders,technology,Jumbo Drum,Delivery Truck,2013-05-03,36.02,58.1,22.08,15.0,599.76,4.0,59.98,539.78,1.49,542.77
5064-1,2013-05-02,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Critical,Artisan 481 Labels,office supplies,Small Box,Regular Air,2013-05-03,1.94,3.08,1.14,19.0,599.76,10.0,59.98,532.78,0.99,542.77
5065-1,2013-06-20,Giulietta Dortch,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Artisan 474 Labels,office supplies,Small Box,Regular Air,2013-06-22,1.84,2.88,1.04,2.0,56.78,7.0,1.2,53.04,0.99,59.22
5068-1,2013-07-30,Panelope Sewall,"96 Liverpool St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Smiths Standard Envelopes,technology,Small Pack,Express Air,2013-07-31,3.52,5.68,2.16,8.0,113.6,10.0,7.95,105.65,1.39,107.04
5068-1,2013-05-03,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,1726 Digital Answering Machine,technology,Small Box,Regular Air,2013-05-03,8.82,20.99,12.17,12.0,579.2,0.0,0.0,538.3,4.81,599.11
5069-1,2013-02-11,Biman Radorston,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,High,Smiths Paper Clips,office supplies,Small Box,Regular Air,2013-02-12,1.53,2.47,0.94,42.0,119.8,5.0,4.89,116.37,1.02,119.69
5070-1,2014-10-29,Mike Gockenbach,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,Smiths Standard Envelopes,office supplies,Small Box,Regular Air,2014-10-21,3.52,5.68,2.16,29.0,91.14,3.0,5.65,87.49,1.39,88.39
5070-1,2013-07-30,Corinna Mitchell,"27 Greenfield Parade,Bankstown",Sydney,NSW,Small Business,Nicholas Fernandes,High,Aluminum Document Frame,technology,Small Box,Express Air,2013-07-31,5.5,12.22,6.72,27.0,431.78,10.0,58.53,392.63,2.85,399.93
5071-1,2013-05-07,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Medium,Artisan Binder Labels,office supplies,Small Box,Regular Air,2013-05-09,2.45,3.89,1.44,5.0,91.28,7.0,5.37,85.73,7.01,88.84
5071-1,2013-10-04,Carlos Daly,"5/63-71 Enmore Rd,Newtown",Sydney,NSW,Consumer,Charlie Bui,High,Apex Design Stainless Steel Bent Scissors,office supplies,Wrap Bag,Regular Air,2013-10-05,2.87,6.84,3.97,43.0,230.96,6.0,6.75,213.83,4.42,214.03
5071-1,2014-04-04,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Colored Envelopes,office supplies,Wrap Bag,Express Air,2014-04-05,2.25,3.69,1.44,25.0,137.48,10.0,5.21,122.73,2.5,123.03
5071-1,2015-07-18,Susan Vittorini,"3 Carrington Road ,Box Hill",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,3Max Organizer Strips,office supplies,Small Box,Regular Air,2015-07-20,3.4,5.4,2.0,47.0,80.86,3.0,18.25,88.11,7.78,79.98
5072-1,2014-06-08,John Lee,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Critical,Self-Adhesive Ring Binder Labels,office supplies,Wrap Bag,Regular Air,2014-06-10,2.18,3.52,1.34,18.0,93.36,1.0,9.65,88.09,6.83,88.39
5075-1,2013-05-05,Dave Kipp,"222 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Low,TechSavi Access Keyboard,technology,Small Box,Regular Air,2013-05-10,10.07,15.98,5.91,49.0,543.32,5.0,54.33,488.99,4.0,492.99
5075-1,2013-05-05,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,High,TechSavi Access Keyboard,technology,Medium Box,Regular Air,2013-05-06,10.07,15.98,5.91,7.0,543.32,3.0,54.33,488.99,4.0,492.99
5076-1,2013-08-01,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Consumer,Tina Carlton,Low,Smiths File Caddy,office supplies,Wrap Bag,Regular Air,2013-08-02,4.03,9.38,5.35,23.0,273.32,9.0,4.76,261.79,7.28,263.86
5076-1,2013-09-11,Pauline Webber,"79 Elliott St,Balmain",Sydney,NSW,Small Business,Aanya Zhang,Not Specified,Smiths Standard Envelopes,office supplies,Small Box,Regular Air,2013-09-21,3.52,5.68,2.16,33.0,518.96,8.0,4.35,512.69,1.39,523.97
5076-1,2013-03-07,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Home Office,Yvette Biti,Critical,Artisan Reinforcements for Hole-Punch Pages,office supplies,Wrap Bag,Regular Air,2013-03-10,1.19,1.98,0.79,43.0,58.0,1.0,3.42,53.58,4.77,54.28
5077-1,2013-03-26,Mick Brown,"324A King St,Newtown",Sydney,NSW,Corporate,Mihael Khan,Low,Apex Preferred Stainless Steel Scissors,office supplies,Small Box,Regular Air,2013-03-28,2.5,5.68,3.18,46.0,133.44,4.0,4.0,129.44,3.6,132.08
5078-1,2013-05-31,Rick Duston,"260 Marrickville Rd,Marrickville",Sydney,NSW,Corporate,Nicholas Fernandes,High,Apex Elite Stainless Steel Scissors,office supplies,Wrap Bag,Regular Air,2013-05-31,3.42,8.34,4.92,44.0,283.52,7.0,2.35,264.59,2.64,263.77
5078-1,2014-12-27,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,High,Smiths Standard Envelopes,office supplies,Wrap Bag,Regular Air,2014-12-29,3.52,5.68,2.16,16.0,125.02,10.0,3.15,126.71,1.39,128.72
5079-1,2014-05-19,Vicky Freymann,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,High,12 Colored Short Pencils,office supplies,Small Box,Regular Air,2014-05-19,1.09,2.6,1.51,10.0,154.98,4.0,9.4,146.78,2.4,149.78
5079-1,2014-01-14,Fred Wasserman,"61 York St,Sydney",Sydney,NSW,Home Office,Leighton Forrest,Medium,Artisan Poly Binder Pockets,office supplies,Wrap Bag,Regular Air,2014-01-17,2.26,3.58,1.32,4.0,152.04,9.0,12.52,122.78,5.47,124.76
5080-1,2015-05-01,Chad McGuire,"81 MacLeay St,Potts Point",Sydney,NSW,Consumer,Samantha Chairs,Not Specified,Artisan Poly Binder Pockets,office supplies,Wrap Bag,Regular Air,2015-05-02,2.26,3.58,1.32,42.0,381.2,6.0,22.52,259.99,5.47,243.99
5083-1,2013-06-18,Beth Thompson,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,High,Binder Posts,technology,Jumbo Drum,Delivery Truck,2013-06-20,3.5,5.74,2.24,13.0,57.0,4.0,3.42,53.58,5.01,49.28
5084-1,2013-05-13,Alex Russell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Medium,EcoTones Memo Sheets,office supplies,Wrap Bag,Regular Air,2013-05-15,2.52,4.0,1.48,35.0,76.0,4.0,6.84,69.16,1.3,70.46
5084-1,2013-05-13,Alex Russell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Medium,EcoTones Memo Sheets,office supplies,Small Box,Regular Air,2013-05-15,2.52,4.0,1.48,36.0,76.0,3.0,6.84,69.16,1.3,70.46
5086-1,2015-05-06,Michelle Lonsdale,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,Smiths Colored Bar Computer Paper,office supplies,Wrap Bag,Regular Air,2015-05-08,21.97,35.44,13.47,40.0,581.88,3.0,58.19,523.69,4.92,538.79
5086-1,2013-05-14,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Home Office,Yvette Biti,High,"Artisan Flip-Chart Easel Binder, Black",office supplies,Small Box,Regular Air,2013-05-15,13.88,22.38,8.5,48.0,581.88,10.0,58.19,523.69,15.1,538.79
5088-1,2015-05-18,Sibella Parks,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Critical,TechSavi Access Keyboard,office supplies,Small Box,Regular Air,2015-05-18,10.07,15.98,5.91,23.0,580.32,2.0,52.17,583.86,4.0,591.63
5089-1,2015-08-10,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Corporate,Preston Senome,Medium,Beekin 6 Outlet Metallic Surge Strip,office supplies,Wrap Bag,Regular Air,2015-08-13,4.46,10.89,6.43,21.0,659.38,6.0,18.88,630.98,4.5,635.97
5091-1,2014-01-14,Fred Wasserman,"61 York St,Sydney",Sydney,NSW,Home Office,Leighton Forrest,Not Specified,Steady Major Accent Highlighters,technology,Large Box,Regular Air,2014-01-17,3.75,7.08,3.33,29.0,247.56,0.0,14.75,125.77,2.35,123.76
5091-1,2013-05-10,Roy Collins,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,High,Unpadded Memo Slips,office supplies,Small Box,Regular Air,2013-05-22,2.59,3.98,1.39,36.0,118.96,5.0,9.95,106.55,2.97,109.78
5092-1,2013-02-26,Natalie Webber,"98-104 Parramatta Rd,Camperdown",Sydney,NSW,Home Office,Phoebe Gour,High,Artisan 48 Labels,office supplies,Small Box,Regular Air,2013-02-26,3.84,6.3,2.46,38.0,133.48,4.0,12.35,127.73,0.5,112.29
5093-1,2013-02-11,Alex Russell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Medium,Steady Major Accent Highlighters,office supplies,Small Box,Regular Air,2013-02-12,3.75,7.08,3.33,39.0,193.21,3.0,3.48,195.11,2.35,199.46
5093-1,2015-01-20,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,High,Alto Memo Cubes,office supplies,Small Box,Express Air,2015-01-21,3.32,5.18,1.86,22.0,45.6,7.0,10.69,44.52,2.04,45.93
5094-1,2013-06-21,Giulietta Dortch,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,High,Smiths SlimLine Pencil Sharpener,office supplies,Small Box,Regular Air,2013-06-23,4.79,11.97,7.18,16.0,233.92,10.0,7.63,221.53,5.81,226.33
5095-1,2013-07-24,Karl Brown,"470 Anzac Parade,Kingsford",Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan 474 Labels,office supplies,Wrap Bag,Regular Air,2013-07-26,1.84,2.88,1.04,35.0,53.32,6.0,3.23,52.39,0.99,53.22
5095-1,2013-05-20,Roy Skaria,"2/797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Samantha Chairs,Not Specified,Aluminum Document Frame,office supplies,Small Pack,Express Air,2013-05-21,5.5,12.22,6.72,30.0,427.7,3.0,0.0,427.7,2.85,430.55
5095-1,2013-05-20,Roy Skaria,"2/797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Samantha Chairs,Not Specified,Aluminum Document Frame,office supplies,Small Box,Regular Air,2013-05-21,5.5,12.22,6.72,8.0,427.7,7.0,0.0,427.7,2.85,430.55
5095-1,2013-05-20,Roy Skaria,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Medium,Aluminum Document Frame,office supplies,Small Pack,Regular Air,2013-05-21,5.5,12.22,6.72,8.0,427.7,3.0,0.0,427.7,2.85,430.55
5095-1,2013-05-20,Roy Skaria,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Medium,Aluminum Document Frame,office supplies,Wrap Bag,Regular Air,2013-05-21,5.5,12.22,6.72,35.0,427.7,6.0,0.0,427.7,2.85,430.55
5097-1,2013-05-20,Brad Eason,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Artisan Legal 4-Ring Binder,office supplies,Small Box,Regular Air,2013-05-22,13.64,20.98,7.34,19.0,986.06,10.0,98.61,887.45,1.49,888.94
5099-1,2014-05-17,Deborah Brumfield,"501 George St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,Low,TychSavi Access Keyboard,office supplies,Small Box,Regular Air,2014-05-18,10.07,15.98,5.91,31.0,259.6,7.0,10.38,249.22,4.0,252.36
5100-1,2013-05-19,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Consumer,Mihael Khan,High,PastelOcean Color Pencil Set,technology,Small Box,Regular Air,2013-05-20,11.11,19.84,8.73,40.0,524.75,3.0,26.24,488.51,4.1,435.33
5101-1,2013-08-30,Nancy Lomonaco,"531 King St,Newtown",Sydney,NSW,Corporate,Mihael Khan,Low,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",office supplies,Small Pack,Regular Air,2013-09-01,16.85,27.18,10.33,50.0,460.67,8.0,16.52,437.15,8.23,456.43
5101-1,2013-05-22,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,"Alto Parchment Paper, Assorted Colors",office supplies,Wrap Bag,Regular Air,2013-05-23,4.59,7.28,2.69,9.0,14.56,9.0,1.16,13.4,11.15,24.55
5103-1,2013-03-30,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,Unpadded Memo Slips,office supplies,Wrap Bag,Regular Air,2013-03-31,2.59,3.98,1.39,38.0,29.97,7.0,0.2,28.39,2.97,34.27
5105-1,2013-10-05,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Small Business,Tina Carlton,Low,Artisan Printable Repositionable Plastic Tabs,technology,Jumbo Drum,Delivery Truck,2013-10-07,5.33,8.6,3.27,18.0,242.16,9.0,26.25,245.78,6.19,233.77
5105-1,2013-05-09,Thea Hudgings,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,High,Artisan 474 Labels,technology,Small Box,Regular Air,2013-05-11,1.84,2.88,1.04,37.0,55.2,10.0,2.52,52.22,0.99,57.22
5106-1,2013-05-26,Denny Ordway,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Critical,Artisan Printable Repositionable Plastic Tabs,technology,Small Box,Regular Air,2013-05-26,5.33,8.6,3.27,48.0,264.6,4.0,18.52,246.08,6.19,246.58
5107-1,2013-07-29,Nick Zandusky,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Artisan Printable Repositionable Plastic Tabs,office supplies,Small Box,Regular Air,2013-07-30,5.33,8.6,3.27,42.0,749.44,10.0,41.95,857.47,6.19,879.24
5108-1,2014-06-29,William Brown,"3 Carrington Road ,Box Hill",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",office supplies,Small Box,Regular Air,2014-06-30,1.05,1.95,0.9,1.0,59.64,0.0,0.6,59.04,1.63,64.48
5108-1,2014-10-17,Sam Craven,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Consumer,Connor Betts,High,Artisan Hi-Liter Fluorescent Desk Style Markers,office supplies,Small Box,Regular Air,2014-10-19,1.76,3.38,1.62,49.0,40.0,8.0,2.42,39.29,0.85,43.39
5108-1,2013-03-16,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Steady Liquid Accent Highlighters,office supplies,Small Box,Regular Air,2013-03-20,3.47,6.68,3.21,23.0,136.04,2.0,9.26,127.88,1.5,129.57
5109-1,2013-03-27,Erica Smith,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,OIC Bulk Pack Metal Binder Clips,office supplies,Small Pack,Regular Air,2013-03-27,2.13,3.49,1.36,28.0,136.04,3.0,8.16,127.88,0.76,129.51
5109-1,2014-02-15,Sandra Glassco,"224A Gertrude St,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Not Specified,Artisan 474 Labels,office supplies,Small Box,Regular Air,2014-02-16,1.84,2.88,1.04,8.0,30.82,1.0,1.54,28.29,0.99,23.47
5109-1,2013-02-15,Jasper Cacioppo,"24 Addison Rd,Marrickville",Sydney,NSW,Small Business,Radhya Staples,Critical,"Laser Neon Mac Format Diskettes, 10/Pack",office supplies,Small Box,Regular Air,2013-02-16,1.87,8.12,6.25,45.0,53.98,8.0,0.33,53.52,2.83,59.21
5109-2,2013-05-28,Kelly Lampkin,"310 Wattle St,Ultimo",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,office supplies,Small Box,Regular Air,2013-06-01,2.16,3.85,1.69,1.0,136.04,0.0,8.16,127.88,0.7,129.51
